chunk_id,text
9460,Medicine Name: Azithromycin. Strength: 200ml. Used for: Headache. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9461,Medicine Name: Insulin. Strength: 250mg. Used for: Fever. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet daily.
9462,Medicine Name: Electral. Strength: 500mg. Used for: Cold. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9463,Medicine Name: Electral. Strength: 500mg. Used for: Throat Infection. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet daily.
9464,Medicine Name: Metformin. Strength: 250mg. Used for: Fever. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet after meals.
9465,Medicine Name: Metformin. Strength: 10ml. Used for: Cold. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9466,Medicine Name: Dolo. Strength: 10ml. Used for: Dehydration. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet at night.
9467,Medicine Name: Ranitidine. Strength: 400mg. Used for: Pain. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9468,Medicine Name: Levocetirizine. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: ORS. Stock Available: YES. Dosage: As directed by doctor.
9469,Medicine Name: Dolo. Strength: 650mg. Used for: Acidity. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet after meals.
9470,Medicine Name: Ranitidine. Strength: 650mg. Used for: Headache. Alternative medicines: Zincovit. Stock Available: NO. Dosage: As directed by doctor.
9471,Medicine Name: Cetirizine. Strength: 250mg. Used for: Diabetes. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet after meals.
9472,Medicine Name: Vitamin C. Strength: 250mg. Used for: Pain. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
9473,Medicine Name: Glimepiride. Strength: 650mg. Used for: Headache. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet at night.
9474,Medicine Name: Diclofenac. Strength: 10ml. Used for: Inflammation. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet at night.
9475,Medicine Name: Vitamin C. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet daily.
9476,Medicine Name: Ors. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9477,Medicine Name: Famotidine. Strength: 200ml. Used for: Acidity. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet at night.
9478,Medicine Name: Famotidine. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9479,Medicine Name: Dolo. Strength: 200ml. Used for: Fever. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet daily.
9480,Medicine Name: Clarithromycin. Strength: 200ml. Used for: Fever. Alternative medicines: Metformin. Stock Available: NO. Dosage: As directed by doctor.
9481,Medicine Name: Vitamin C. Strength: 250mg. Used for: Fever. Alternative medicines: Insulin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9482,Medicine Name: Cetirizine. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet at night.
9483,Medicine Name: Dolo. Strength: 250mg. Used for: Headache. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet daily.
9484,Medicine Name: Azithromycin. Strength: 500mg. Used for: Bacterial Infection. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet after meals.
9485,Medicine Name: Levocetirizine. Strength: 200ml. Used for: Throat Infection. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet at night.
9486,Medicine Name: Vitamin C. Strength: 500mg. Used for: Pain. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet at night.
9487,Medicine Name: Ors. Strength: 100mg. Used for: Diabetes. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet at night.
9488,Medicine Name: Zincovit. Strength: 10ml. Used for: Bacterial Infection. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9489,Medicine Name: Clarithromycin. Strength: 500mg. Used for: Pain. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 tablet at night.
9490,Medicine Name: Ors. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 tablet after meals.
9491,Medicine Name: Levocetirizine. Strength: 250mg. Used for: Pain. Alternative medicines: Dolo. Stock Available: YES. Dosage: As directed by doctor.
9492,Medicine Name: Famotidine. Strength: 100mg. Used for: Dehydration. Alternative medicines: Electral. Stock Available: NO. Dosage: As directed by doctor.
9493,Medicine Name: Electral. Strength: 100mg. Used for: Inflammation. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: As directed by doctor.
9494,Medicine Name: Cetirizine. Strength: 100mg. Used for: Headache. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet daily.
9495,Medicine Name: Dolo. Strength: 200ml. Used for: Bacterial Infection. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet daily.
9496,Medicine Name: Amoxicillin. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: Paracetamol. Stock Available: NO. Dosage: 1 tablet after meals.
9497,Medicine Name: Dolo. Strength: 500mg. Used for: Cold. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9498,Medicine Name: Dolo. Strength: 10ml. Used for: Fever. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet after meals.
9499,Medicine Name: Cetirizine. Strength: 100mg. Used for: Pain. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet daily.
9500,Medicine Name: Famotidine. Strength: 400mg. Used for: Allergy. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9501,Medicine Name: Cetirizine. Strength: 250mg. Used for: Bacterial Infection. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9502,Medicine Name: Electral. Strength: 200ml. Used for: Acidity. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9503,Medicine Name: Levocetirizine. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 tablet daily.
9504,Medicine Name: Vitamin C. Strength: 400mg. Used for: Acidity. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9505,Medicine Name: Glimepiride. Strength: 500mg. Used for: Fever. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet at night.
9506,Medicine Name: Ors. Strength: 650mg. Used for: Headache. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9507,Medicine Name: Insulin. Strength: 650mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet at night.
9508,Medicine Name: Ibuprofen. Strength: 10ml. Used for: Headache. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet daily.
9509,Medicine Name: Cetirizine. Strength: 200ml. Used for: Fever. Alternative medicines: Famotidine. Stock Available: YES. Dosage: As directed by doctor.
9510,Medicine Name: Glimepiride. Strength: 200ml. Used for: Inflammation. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet at night.
9511,Medicine Name: Clarithromycin. Strength: 250mg. Used for: Immunity Boost. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9512,Medicine Name: Glimepiride. Strength: 200ml. Used for: Headache. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9513,Medicine Name: Ors. Strength: 250mg. Used for: Bacterial Infection. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9514,Medicine Name: Amoxicillin. Strength: 10ml. Used for: Cold. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9515,Medicine Name: Levocetirizine. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet after meals.
9516,Medicine Name: Metformin. Strength: 200ml. Used for: Fever. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9517,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Fever. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet daily.
9518,Medicine Name: Zincovit. Strength: 500mg. Used for: Fever. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9519,Medicine Name: Ranitidine. Strength: 400mg. Used for: Headache. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9520,Medicine Name: Dolo. Strength: 650mg. Used for: Diabetes. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: As directed by doctor.
9521,Medicine Name: Electral. Strength: 10ml. Used for: Throat Infection. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet after meals.
9522,Medicine Name: Levocetirizine. Strength: 500mg. Used for: Immunity Boost. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet at night.
9523,Medicine Name: Ranitidine. Strength: 200ml. Used for: Acidity. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet daily.
9524,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Cold. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet after meals.
9525,Medicine Name: Diclofenac. Strength: 10ml. Used for: Pain. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 tablet at night.
9526,Medicine Name: Insulin. Strength: 100mg. Used for: Cold. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9527,Medicine Name: Clarithromycin. Strength: 10ml. Used for: Fever. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet daily.
9528,Medicine Name: Ors. Strength: 500mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet after meals.
9529,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Inflammation. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet daily.
9530,Medicine Name: Vitamin C. Strength: 10ml. Used for: Inflammation. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9531,Medicine Name: Clarithromycin. Strength: 500mg. Used for: Acidity. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet after meals.
9532,Medicine Name: Ibuprofen. Strength: 400mg. Used for: Cold. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: As directed by doctor.
9533,Medicine Name: Ibuprofen. Strength: 200ml. Used for: Headache. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet daily.
9534,Medicine Name: Crocin. Strength: 200ml. Used for: Inflammation. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet after meals.
9535,Medicine Name: Vitamin C. Strength: 650mg. Used for: Cold. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9536,Medicine Name: Crocin. Strength: 10ml. Used for: Fever. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet at night.
9537,Medicine Name: Ibuprofen. Strength: 500mg. Used for: Dehydration. Alternative medicines: ORS. Stock Available: NO. Dosage: As directed by doctor.
9538,Medicine Name: Levocetirizine. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet daily.
9539,Medicine Name: Ors. Strength: 500mg. Used for: Acidity. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
9540,Medicine Name: Zincovit. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet at night.
9541,Medicine Name: Azithromycin. Strength: 10ml. Used for: Acidity. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9542,Medicine Name: Vitamin C. Strength: 250mg. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet at night.
9543,Medicine Name: Ranitidine. Strength: 10ml. Used for: Fever. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9544,Medicine Name: Ibuprofen. Strength: 250mg. Used for: Pain. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet at night.
9545,Medicine Name: Diclofenac. Strength: 500mg. Used for: Pain. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet at night.
9546,Medicine Name: Ibuprofen. Strength: 400mg. Used for: Throat Infection. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9547,Medicine Name: Azithromycin. Strength: 400mg. Used for: Acidity. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet after meals.
9548,Medicine Name: Crocin. Strength: 500mg. Used for: Fever. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9549,Medicine Name: Metformin. Strength: 100mg. Used for: Dehydration. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9550,Medicine Name: Metformin. Strength: 100mg. Used for: Headache. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: As directed by doctor.
9551,Medicine Name: Metformin. Strength: 250mg. Used for: Pain. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet after meals.
9552,Medicine Name: Amoxicillin. Strength: 100mg. Used for: Dehydration. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet at night.
9553,Medicine Name: Zincovit. Strength: 250mg. Used for: Inflammation. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: As directed by doctor.
9554,Medicine Name: Insulin. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9555,Medicine Name: Azithromycin. Strength: 200ml. Used for: Pain. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: As directed by doctor.
9556,Medicine Name: Zincovit. Strength: 200ml. Used for: Fever. Alternative medicines: Levocetirizine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9557,Medicine Name: Glimepiride. Strength: 250mg. Used for: Pain. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet after meals.
9558,Medicine Name: Electral. Strength: 250mg. Used for: Diabetes. Alternative medicines: Vitamin C. Stock Available: NO. Dosage: 1 tablet at night.
9559,Medicine Name: Crocin. Strength: 10ml. Used for: Cold. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 tablet daily.
9560,Medicine Name: Ibuprofen. Strength: 100mg. Used for: Dehydration. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet after meals.
9561,Medicine Name: Electral. Strength: 100mg. Used for: Fever. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: As directed by doctor.
9562,Medicine Name: Electral. Strength: 10ml. Used for: Cold. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet after meals.
9563,Medicine Name: Ibuprofen. Strength: 650mg. Used for: Bacterial Infection. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet at night.
9564,Medicine Name: Insulin. Strength: 650mg. Used for: Diabetes. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9565,Medicine Name: Crocin. Strength: 100mg. Used for: Dehydration. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9566,Medicine Name: Vitamin C. Strength: 400mg. Used for: Pain. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet after meals.
9567,Medicine Name: Glimepiride. Strength: 10ml. Used for: Pain. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9568,Medicine Name: Metformin. Strength: 650mg. Used for: Throat Infection. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet daily.
9569,Medicine Name: Ibuprofen. Strength: 200ml. Used for: Bacterial Infection. Alternative medicines: ORS. Stock Available: NO. Dosage: As directed by doctor.
9570,Medicine Name: Cetirizine. Strength: 650mg. Used for: Inflammation. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet after meals.
9571,Medicine Name: Insulin. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: Zincovit. Stock Available: NO. Dosage: As directed by doctor.
9572,Medicine Name: Zincovit. Strength: 400mg. Used for: Fever. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet after meals.
9573,Medicine Name: Clarithromycin. Strength: 200ml. Used for: Pain. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9574,Medicine Name: Dolo. Strength: 650mg. Used for: Fever. Alternative medicines: Electral. Stock Available: NO. Dosage: As directed by doctor.
9575,Medicine Name: Paracetamol. Strength: 10ml. Used for: Inflammation. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet at night.
9576,Medicine Name: Levocetirizine. Strength: 650mg. Used for: Headache. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 tablet after meals.
9577,Medicine Name: Metformin. Strength: 100mg. Used for: Inflammation. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9578,Medicine Name: Famotidine. Strength: 10ml. Used for: Fever. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet daily.
9579,Medicine Name: Ibuprofen. Strength: 200ml. Used for: Fever. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet daily.
9580,Medicine Name: Glimepiride. Strength: 400mg. Used for: Diabetes. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 tablet after meals.
9581,Medicine Name: Diclofenac. Strength: 400mg. Used for: Inflammation. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9582,Medicine Name: Azithromycin. Strength: 250mg. Used for: Headache. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 tablet after meals.
9583,Medicine Name: Crocin. Strength: 100mg. Used for: Acidity. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 tablet after meals.
9584,Medicine Name: Insulin. Strength: 650mg. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet daily.
9585,Medicine Name: Clarithromycin. Strength: 650mg. Used for: Diabetes. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: 1 tablet at night.
9586,Medicine Name: Clarithromycin. Strength: 10ml. Used for: Inflammation. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9587,Medicine Name: Electral. Strength: 10ml. Used for: Acidity. Alternative medicines: Zincovit. Stock Available: YES. Dosage: 1 tablet daily.
9588,Medicine Name: Vitamin C. Strength: 250mg. Used for: Throat Infection. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: As directed by doctor.
9589,Medicine Name: Ors. Strength: 650mg. Used for: Acidity. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet at night.
9590,Medicine Name: Ors. Strength: 500mg. Used for: Pain. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet at night.
9591,Medicine Name: Glimepiride. Strength: 500mg. Used for: Inflammation. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet after meals.
9592,Medicine Name: Metformin. Strength: 250mg. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: As directed by doctor.
9593,Medicine Name: Cetirizine. Strength: 200ml. Used for: Immunity Boost. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9594,Medicine Name: Electral. Strength: 100mg. Used for: Allergy. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet daily.
9595,Medicine Name: Electral. Strength: 650mg. Used for: Throat Infection. Alternative medicines: Famotidine. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9596,Medicine Name: Ors. Strength: 100mg. Used for: Throat Infection. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet after meals.
9597,Medicine Name: Crocin. Strength: 200ml. Used for: Acidity. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 tablet daily.
9598,Medicine Name: Levocetirizine. Strength: 400mg. Used for: Acidity. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 tablet daily.
9599,Medicine Name: Ranitidine. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet at night.
9600,Medicine Name: Ranitidine. Strength: 250mg. Used for: Fever. Alternative medicines: Ibuprofen. Stock Available: YES. Dosage: 1 tablet daily.
9601,Medicine Name: Clarithromycin. Strength: 650mg. Used for: Diabetes. Alternative medicines: Paracetamol. Stock Available: YES. Dosage: 1 tablet daily.
9602,Medicine Name: Electral. Strength: 100mg. Used for: Pain. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet after meals.
9603,Medicine Name: Diclofenac. Strength: 500mg. Used for: Diabetes. Alternative medicines: Crocin. Stock Available: NO. Dosage: 1 tablet at night.
9604,Medicine Name: Amoxicillin. Strength: 400mg. Used for: Cold. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9605,Medicine Name: Diclofenac. Strength: 650mg. Used for: Diabetes. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet daily.
9606,Medicine Name: Diclofenac. Strength: 250mg. Used for: Cold. Alternative medicines: Diclofenac. Stock Available: NO. Dosage: 1 tablet at night.
9607,Medicine Name: Glimepiride. Strength: 250mg. Used for: Dehydration. Alternative medicines: Electral. Stock Available: YES. Dosage: 1 tablet daily.
9608,Medicine Name: Insulin. Strength: 650mg. Used for: Diabetes. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9609,Medicine Name: Insulin. Strength: 250mg. Used for: Headache. Alternative medicines: Levocetirizine. Stock Available: YES. Dosage: 1 tablet at night.
9610,Medicine Name: Zincovit. Strength: 400mg. Used for: Dehydration. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 tablet daily.
9611,Medicine Name: Levocetirizine. Strength: 650mg. Used for: Fever. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet daily.
9612,Medicine Name: Vitamin C. Strength: 200ml. Used for: Allergy. Alternative medicines: Clarithromycin. Stock Available: NO. Dosage: 1 tablet at night.
9613,Medicine Name: Metformin. Strength: 400mg. Used for: Dehydration. Alternative medicines: Ranitidine. Stock Available: NO. Dosage: 1 tablet after meals.
9614,Medicine Name: Zincovit. Strength: 400mg. Used for: Allergy. Alternative medicines: ORS. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9615,Medicine Name: Vitamin C. Strength: 100mg. Used for: Immunity Boost. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet after meals.
9616,Medicine Name: Metformin. Strength: 10ml. Used for: Inflammation. Alternative medicines: Azithromycin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9617,Medicine Name: Zincovit. Strength: 650mg. Used for: Throat Infection. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet after meals.
9618,Medicine Name: Metformin. Strength: 250mg. Used for: Cold. Alternative medicines: Metformin. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9619,Medicine Name: Ors. Strength: 200ml. Used for: Immunity Boost. Alternative medicines: Glimepiride. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9620,Medicine Name: Amoxicillin. Strength: 650mg. Used for: Pain. Alternative medicines: Zincovit. Stock Available: NO. Dosage: As directed by doctor.
9621,Medicine Name: Vitamin C. Strength: 10ml. Used for: Pain. Alternative medicines: Insulin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9622,Medicine Name: Azithromycin. Strength: 10ml. Used for: Immunity Boost. Alternative medicines: Famotidine. Stock Available: NO. Dosage: As directed by doctor.
9623,Medicine Name: Azithromycin. Strength: 10ml. Used for: Dehydration. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9624,Medicine Name: Diclofenac. Strength: 200ml. Used for: Dehydration. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet daily.
9625,Medicine Name: Clarithromycin. Strength: 250mg. Used for: Throat Infection. Alternative medicines: Crocin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9626,Medicine Name: Insulin. Strength: 250mg. Used for: Cold. Alternative medicines: Azithromycin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9627,Medicine Name: Vitamin C. Strength: 100mg. Used for: Diabetes. Alternative medicines: Vitamin C. Stock Available: YES. Dosage: 1 tablet after meals.
9628,Medicine Name: Metformin. Strength: 250mg. Used for: Bacterial Infection. Alternative medicines: Ranitidine. Stock Available: YES. Dosage: 1 capsule every 8 hrs.
9629,Medicine Name: Paracetamol. Strength: 500mg. Used for: Inflammation. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet daily.
9630,Medicine Name: Azithromycin. Strength: 200ml. Used for: Headache. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet daily.
9631,Medicine Name: Azithromycin. Strength: 400mg. Used for: Bacterial Infection. Alternative medicines: Dolo. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9632,Medicine Name: Electral. Strength: 500mg. Used for: Throat Infection. Alternative medicines: Amoxicillin. Stock Available: YES. Dosage: As directed by doctor.
9633,Medicine Name: Levocetirizine. Strength: 10ml. Used for: Cold. Alternative medicines: ORS. Stock Available: NO. Dosage: 1 tablet after meals.
9634,Medicine Name: Electral. Strength: 100mg. Used for: Diabetes. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9635,Medicine Name: Amoxicillin. Strength: 250mg. Used for: Allergy. Alternative medicines: Metformin. Stock Available: YES. Dosage: 1 tablet daily.
9636,Medicine Name: Ors. Strength: 400mg. Used for: Inflammation. Alternative medicines: Dolo. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9637,Medicine Name: Crocin. Strength: 650mg. Used for: Dehydration. Alternative medicines: Electral. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9638,Medicine Name: Glimepiride. Strength: 10ml. Used for: Throat Infection. Alternative medicines: Cetirizine. Stock Available: NO. Dosage: 1 tablet every 6 hrs.
9639,Medicine Name: Azithromycin. Strength: 10ml. Used for: Diabetes. Alternative medicines: Amoxicillin. Stock Available: NO. Dosage: 1 capsule every 8 hrs.
9640,Medicine Name: Ranitidine. Strength: 400mg. Used for: Allergy. Alternative medicines: Cetirizine. Stock Available: YES. Dosage: 1 tablet daily.
9641,Medicine Name: Crocin. Strength: 500mg. Used for: Pain. Alternative medicines: Diclofenac. Stock Available: YES. Dosage: 1 tablet at night.
9642,Medicine Name: Zincovit. Strength: 10ml. Used for: Headache. Alternative medicines: Metformin. Stock Available: YES. Dosage: As directed by doctor.
9643,Medicine Name: Zincovit. Strength: 10ml. Used for: Allergy. Alternative medicines: Ibuprofen. Stock Available: NO. Dosage: 1 tablet after meals.
9644,Medicine Name: Levocetirizine. Strength: 200ml. Used for: Allergy. Alternative medicines: Famotidine. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9645,Medicine Name: Azithromycin. Strength: 650mg. Used for: Pain. Alternative medicines: Clarithromycin. Stock Available: YES. Dosage: 1 tablet every 6 hrs.
9646,Medicine Name: Crocin. Strength: 400mg. Used for: Headache. Alternative medicines: Zincovit. Stock Available: NO. Dosage: 1 tablet at night.
