Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
15084,Paracetamol,400mg,Headache,Cetirizine,No,1 tablet daily
15085,ORS,10ml,Pain,Crocin,Yes,1 tablet after meals
15086,Electral,500mg,Bacterial Infection,Diclofenac,Yes,1 capsule every 8 hrs
15087,Ranitidine,500mg,Headache,Amoxicillin,No,1 tablet every 6 hrs
15088,Vitamin C,400mg,Fever,Insulin,No,1 tablet at night
15089,Azithromycin,500mg,Cold,Amoxicillin,No,1 tablet after meals
15090,Crocin,400mg,Throat Infection,Glimepiride,Yes,1 capsule every 8 hrs
15091,Glimepiride,100mg,Acidity,Crocin,No,As directed by doctor
15092,ORS,650mg,Bacterial Infection,Vitamin C,Yes,1 capsule every 8 hrs
15093,Ibuprofen,200ml,Bacterial Infection,Paracetamol,No,1 tablet at night
15094,Levocetirizine,10ml,Bacterial Infection,Famotidine,Yes,1 tablet after meals
15095,Vitamin C,100mg,Acidity,Metformin,No,1 tablet every 6 hrs
15096,Crocin,100mg,Immunity Boost,Azithromycin,Yes,As directed by doctor
15097,Amoxicillin,250mg,Headache,Vitamin C,Yes,1 tablet at night
15098,Clarithromycin,200ml,Dehydration,Ranitidine,Yes,1 tablet every 6 hrs
15099,ORS,250mg,Diabetes,Insulin,Yes,1 tablet at night
15100,Diclofenac,650mg,Cold,Glimepiride,Yes,1 tablet every 6 hrs
15101,Glimepiride,650mg,Allergy,Glimepiride,No,As directed by doctor
15102,Diclofenac,250mg,Diabetes,Ibuprofen,Yes,1 capsule every 8 hrs
15103,Vitamin C,400mg,Diabetes,Glimepiride,Yes,As directed by doctor
15104,Azithromycin,400mg,Headache,Zincovit,No,1 tablet daily
15105,Ranitidine,100mg,Dehydration,Electral,Yes,1 tablet every 6 hrs
15106,Diclofenac,200ml,Fever,Ibuprofen,Yes,1 tablet daily
15107,Electral,650mg,Allergy,ORS,Yes,1 capsule every 8 hrs
15108,Metformin,400mg,Fever,Insulin,No,1 tablet after meals
15109,Clarithromycin,200ml,Bacterial Infection,ORS,Yes,1 capsule every 8 hrs
15110,Diclofenac,500mg,Throat Infection,Paracetamol,Yes,As directed by doctor
15111,Glimepiride,100mg,Allergy,Vitamin C,Yes,1 capsule every 8 hrs
15112,Zincovit,200ml,Immunity Boost,Clarithromycin,Yes,1 capsule every 8 hrs
15113,Amoxicillin,10ml,Inflammation,Cetirizine,No,1 tablet daily
15114,Cetirizine,250mg,Cold,Cetirizine,No,1 capsule every 8 hrs
15115,Famotidine,250mg,Diabetes,ORS,Yes,1 capsule every 8 hrs
15116,Levocetirizine,650mg,Allergy,Paracetamol,No,1 tablet every 6 hrs
15117,Cetirizine,250mg,Immunity Boost,Levocetirizine,Yes,1 tablet daily
15118,Dolo,100mg,Allergy,Crocin,No,1 tablet at night
15119,Diclofenac,100mg,Allergy,Cetirizine,No,1 tablet at night
15120,Famotidine,100mg,Allergy,Cetirizine,Yes,1 tablet every 6 hrs
15121,Zincovit,10ml,Fever,Ibuprofen,Yes,As directed by doctor
15122,Clarithromycin,200ml,Throat Infection,Crocin,No,1 tablet daily
15123,Azithromycin,650mg,Bacterial Infection,Glimepiride,No,1 tablet after meals
15124,Metformin,10ml,Cold,Crocin,Yes,1 tablet after meals
15125,Zincovit,500mg,Headache,Famotidine,No,1 capsule every 8 hrs
15126,Cetirizine,650mg,Dehydration,Glimepiride,No,1 tablet daily
15127,Cetirizine,100mg,Allergy,Zincovit,No,As directed by doctor
15128,Famotidine,400mg,Cold,Cetirizine,Yes,1 tablet after meals
15129,Dolo,400mg,Headache,Ibuprofen,Yes,1 capsule every 8 hrs
15130,Amoxicillin,100mg,Allergy,Insulin,Yes,1 tablet daily
15131,Dolo,10ml,Inflammation,Zincovit,No,1 tablet at night
15132,Electral,10ml,Pain,Famotidine,Yes,1 tablet daily
15133,Azithromycin,200ml,Throat Infection,Amoxicillin,No,1 tablet every 6 hrs
15134,Vitamin C,400mg,Headache,Clarithromycin,Yes,As directed by doctor
15135,Paracetamol,100mg,Immunity Boost,Zincovit,No,1 tablet at night
15136,Clarithromycin,500mg,Acidity,Dolo,Yes,1 tablet after meals
15137,Famotidine,650mg,Cold,Famotidine,Yes,1 tablet after meals
15138,Paracetamol,400mg,Bacterial Infection,Glimepiride,No,1 tablet daily
15139,Paracetamol,650mg,Fever,Zincovit,No,1 tablet daily
15140,Dolo,10ml,Inflammation,ORS,Yes,1 tablet daily
15141,Insulin,10ml,Headache,Amoxicillin,Yes,1 tablet after meals
15142,ORS,650mg,Cold,Vitamin C,Yes,1 tablet after meals
15143,Cetirizine,250mg,Fever,Metformin,No,1 tablet at night
15144,Ranitidine,250mg,Acidity,Ibuprofen,Yes,As directed by doctor
15145,ORS,400mg,Inflammation,Azithromycin,Yes,1 tablet daily
15146,Metformin,200ml,Headache,Levocetirizine,Yes,1 tablet at night
15147,Insulin,250mg,Acidity,Amoxicillin,No,1 capsule every 8 hrs
15148,Crocin,500mg,Immunity Boost,Clarithromycin,Yes,1 tablet every 6 hrs
15149,Ranitidine,100mg,Headache,Dolo,Yes,1 tablet every 6 hrs
15150,Amoxicillin,650mg,Dehydration,Famotidine,Yes,1 capsule every 8 hrs
15151,Paracetamol,500mg,Allergy,Dolo,No,1 tablet every 6 hrs
15152,Crocin,200ml,Pain,Clarithromycin,No,1 tablet at night
15153,Glimepiride,10ml,Diabetes,Amoxicillin,Yes,1 tablet after meals
15154,Ranitidine,10ml,Immunity Boost,Paracetamol,No,1 tablet every 6 hrs
15155,Insulin,400mg,Pain,Ranitidine,No,As directed by doctor
15156,Vitamin C,500mg,Headache,Cetirizine,No,1 tablet every 6 hrs
15157,ORS,200ml,Bacterial Infection,Paracetamol,No,1 capsule every 8 hrs
15158,Crocin,200ml,Dehydration,Paracetamol,No,1 tablet at night
15159,ORS,250mg,Diabetes,Cetirizine,No,As directed by doctor
15160,Crocin,400mg,Dehydration,Clarithromycin,No,1 tablet daily
15161,Paracetamol,250mg,Allergy,Diclofenac,No,1 capsule every 8 hrs
15162,Insulin,650mg,Headache,Diclofenac,No,1 tablet every 6 hrs
15163,Vitamin C,10ml,Dehydration,Levocetirizine,Yes,1 tablet at night
15164,Levocetirizine,100mg,Acidity,Insulin,Yes,1 capsule every 8 hrs
15165,Cetirizine,500mg,Acidity,Clarithromycin,Yes,1 capsule every 8 hrs
15166,Paracetamol,10ml,Immunity Boost,Ibuprofen,Yes,1 capsule every 8 hrs
15167,Metformin,400mg,Inflammation,ORS,No,1 tablet at night
15168,Levocetirizine,200ml,Bacterial Infection,Diclofenac,No,1 tablet daily
15169,Dolo,250mg,Acidity,Paracetamol,Yes,1 capsule every 8 hrs
15170,Cetirizine,100mg,Acidity,Crocin,Yes,1 tablet after meals
15171,Azithromycin,200ml,Acidity,Paracetamol,Yes,1 tablet after meals
15172,Insulin,250mg,Inflammation,Crocin,No,1 tablet after meals
15173,Vitamin C,250mg,Immunity Boost,Insulin,Yes,1 capsule every 8 hrs
15174,Dolo,500mg,Fever,Ibuprofen,No,1 tablet daily
15175,Famotidine,100mg,Allergy,Electral,Yes,1 tablet every 6 hrs
15176,Famotidine,200ml,Inflammation,Clarithromycin,Yes,1 tablet at night
15177,Glimepiride,500mg,Headache,Paracetamol,Yes,1 tablet after meals
15178,Dolo,250mg,Immunity Boost,ORS,Yes,1 tablet daily
15179,Insulin,400mg,Fever,Metformin,No,1 tablet daily
15180,Clarithromycin,100mg,Allergy,Clarithromycin,Yes,1 tablet every 6 hrs
15181,Amoxicillin,10ml,Cold,ORS,No,1 tablet every 6 hrs
15182,Levocetirizine,500mg,Throat Infection,ORS,Yes,1 tablet at night
15183,Electral,100mg,Diabetes,Zincovit,No,1 tablet daily
15184,Cetirizine,650mg,Diabetes,Azithromycin,Yes,1 tablet daily
15185,Clarithromycin,10ml,Pain,Vitamin C,Yes,1 tablet daily
15186,Paracetamol,400mg,Diabetes,Insulin,No,1 tablet at night
15187,Dolo,250mg,Throat Infection,Ibuprofen,No,1 tablet every 6 hrs
15188,Ranitidine,650mg,Throat Infection,Famotidine,Yes,1 tablet at night
15189,Zincovit,200ml,Headache,Amoxicillin,Yes,1 tablet daily
15190,Diclofenac,200ml,Cold,Famotidine,No,1 tablet every 6 hrs
15191,Azithromycin,500mg,Dehydration,Clarithromycin,Yes,1 tablet daily
15192,Diclofenac,200ml,Acidity,Crocin,Yes,1 tablet every 6 hrs
15193,Crocin,500mg,Allergy,Glimepiride,Yes,1 capsule every 8 hrs
15194,Amoxicillin,250mg,Cold,ORS,No,1 tablet at night
15195,Azithromycin,250mg,Inflammation,Metformin,Yes,1 tablet every 6 hrs
15196,Crocin,100mg,Throat Infection,Amoxicillin,Yes,1 tablet after meals
15197,Metformin,400mg,Throat Infection,Cetirizine,No,1 tablet daily
15198,Paracetamol,200ml,Acidity,Amoxicillin,Yes,1 tablet daily
15199,Levocetirizine,250mg,Diabetes,Electral,Yes,1 tablet daily
15200,Cetirizine,100mg,Fever,Glimepiride,No,1 tablet at night
15201,Amoxicillin,650mg,Inflammation,Insulin,Yes,1 tablet daily
15202,Azithromycin,10ml,Diabetes,Dolo,No,1 tablet every 6 hrs
15203,Paracetamol,400mg,Bacterial Infection,Paracetamol,Yes,1 tablet after meals
15204,Ranitidine,650mg,Inflammation,Electral,Yes,1 capsule every 8 hrs
15205,Dolo,10ml,Diabetes,Ibuprofen,No,1 tablet every 6 hrs
15206,Amoxicillin,250mg,Allergy,Levocetirizine,No,1 capsule every 8 hrs
15207,Dolo,100mg,Cold,ORS,Yes,As directed by doctor
15208,Diclofenac,100mg,Dehydration,Metformin,No,1 capsule every 8 hrs
15209,Crocin,10ml,Dehydration,Zincovit,Yes,1 tablet every 6 hrs
15210,ORS,100mg,Fever,ORS,Yes,1 tablet after meals
15211,Paracetamol,10ml,Fever,Cetirizine,No,1 tablet at night
15212,Cetirizine,10ml,Fever,Famotidine,Yes,1 tablet daily
15213,Dolo,500mg,Diabetes,Ibuprofen,No,1 tablet daily
15214,Ranitidine,200ml,Diabetes,Zincovit,No,1 tablet every 6 hrs
15215,Dolo,10ml,Allergy,Electral,Yes,1 tablet at night
15216,Clarithromycin,250mg,Throat Infection,Insulin,No,As directed by doctor
15217,Azithromycin,400mg,Immunity Boost,ORS,No,1 tablet daily
15218,Amoxicillin,650mg,Inflammation,Amoxicillin,No,As directed by doctor
15219,Electral,100mg,Allergy,Azithromycin,Yes,1 tablet after meals
15220,Amoxicillin,250mg,Cold,Cetirizine,Yes,1 tablet daily
15221,Paracetamol,200ml,Diabetes,Zincovit,No,1 tablet after meals
15222,Ranitidine,650mg,Immunity Boost,Crocin,No,1 capsule every 8 hrs
15223,Azithromycin,500mg,Immunity Boost,Amoxicillin,No,As directed by doctor
15224,Crocin,650mg,Pain,Ibuprofen,No,1 tablet every 6 hrs
15225,Electral,400mg,Dehydration,Ibuprofen,No,As directed by doctor
15226,Cetirizine,250mg,Immunity Boost,Dolo,No,As directed by doctor
15227,Ranitidine,400mg,Cold,Paracetamol,No,1 tablet daily
15228,Diclofenac,100mg,Acidity,Electral,Yes,1 capsule every 8 hrs
15229,ORS,500mg,Diabetes,Amoxicillin,Yes,1 tablet after meals
15230,Diclofenac,100mg,Immunity Boost,ORS,Yes,1 capsule every 8 hrs
15231,Famotidine,200ml,Cold,Cetirizine,Yes,1 capsule every 8 hrs
15232,Paracetamol,200ml,Cold,Insulin,Yes,1 tablet every 6 hrs
15233,Levocetirizine,500mg,Dehydration,Dolo,Yes,1 tablet after meals
15234,Metformin,500mg,Dehydration,Ranitidine,Yes,1 tablet after meals
15235,Insulin,10ml,Inflammation,Glimepiride,Yes,1 tablet daily
15236,Azithromycin,650mg,Headache,Famotidine,No,1 capsule every 8 hrs
15237,Levocetirizine,400mg,Allergy,Azithromycin,Yes,1 tablet every 6 hrs
15238,Clarithromycin,250mg,Immunity Boost,Electral,Yes,1 tablet every 6 hrs
15239,Glimepiride,250mg,Headache,Insulin,No,As directed by doctor
15240,Paracetamol,10ml,Diabetes,Metformin,No,1 tablet after meals
15241,Levocetirizine,650mg,Fever,Ranitidine,Yes,1 tablet daily
15242,Vitamin C,500mg,Throat Infection,Amoxicillin,No,1 tablet after meals
15243,Crocin,500mg,Pain,Dolo,Yes,1 tablet at night
15244,Vitamin C,650mg,Diabetes,Dolo,Yes,1 tablet after meals
15245,Insulin,200ml,Fever,Famotidine,No,1 tablet daily
15246,Metformin,100mg,Bacterial Infection,Electral,No,1 tablet after meals
15247,Crocin,100mg,Dehydration,Vitamin C,Yes,1 capsule every 8 hrs
15248,Ibuprofen,250mg,Fever,Dolo,Yes,1 tablet every 6 hrs
15249,Amoxicillin,650mg,Dehydration,Glimepiride,No,As directed by doctor
15250,Zincovit,10ml,Acidity,Ibuprofen,Yes,1 capsule every 8 hrs
15251,Famotidine,250mg,Fever,Glimepiride,No,1 tablet after meals
15252,Azithromycin,400mg,Bacterial Infection,Diclofenac,Yes,1 tablet daily
15253,Diclofenac,400mg,Acidity,Famotidine,No,1 capsule every 8 hrs
15254,Zincovit,200ml,Pain,Paracetamol,Yes,1 tablet daily
15255,ORS,100mg,Diabetes,Diclofenac,Yes,As directed by doctor
15256,Electral,650mg,Headache,Electral,No,As directed by doctor
15257,Paracetamol,200ml,Bacterial Infection,Insulin,Yes,1 tablet daily
15258,Levocetirizine,100mg,Pain,Famotidine,Yes,1 tablet every 6 hrs
15259,Paracetamol,100mg,Inflammation,Famotidine,No,1 tablet every 6 hrs
15260,Zincovit,250mg,Cold,Metformin,Yes,1 capsule every 8 hrs
15261,Electral,650mg,Headache,Famotidine,No,As directed by doctor
15262,Ranitidine,650mg,Immunity Boost,Metformin,No,As directed by doctor
15263,Azithromycin,100mg,Pain,Glimepiride,No,1 tablet every 6 hrs
15264,Ibuprofen,10ml,Inflammation,Amoxicillin,Yes,As directed by doctor
15265,Insulin,400mg,Acidity,Ranitidine,No,1 tablet every 6 hrs
15266,Dolo,250mg,Inflammation,Levocetirizine,No,As directed by doctor
15267,Paracetamol,500mg,Immunity Boost,Glimepiride,Yes,1 tablet every 6 hrs
15268,Amoxicillin,100mg,Headache,Dolo,Yes,1 tablet daily
15269,Ibuprofen,10ml,Immunity Boost,Crocin,Yes,1 tablet at night
15270,Electral,650mg,Allergy,Paracetamol,No,1 capsule every 8 hrs
15271,Electral,650mg,Bacterial Infection,Vitamin C,Yes,1 capsule every 8 hrs
15272,Metformin,100mg,Dehydration,Vitamin C,Yes,As directed by doctor
15273,Glimepiride,100mg,Headache,Insulin,Yes,1 capsule every 8 hrs
15274,Metformin,650mg,Pain,Electral,Yes,1 tablet at night
15275,Cetirizine,100mg,Fever,Vitamin C,Yes,1 tablet daily
15276,ORS,100mg,Inflammation,Metformin,No,As directed by doctor
15277,Ibuprofen,500mg,Diabetes,ORS,Yes,1 capsule every 8 hrs
15278,Dolo,250mg,Throat Infection,Dolo,Yes,1 tablet at night
15279,Glimepiride,500mg,Immunity Boost,Zincovit,Yes,1 tablet at night
15280,Clarithromycin,100mg,Throat Infection,Zincovit,No,1 capsule every 8 hrs
15281,Metformin,650mg,Dehydration,Cetirizine,Yes,1 tablet daily
15282,Crocin,10ml,Acidity,Paracetamol,No,1 tablet at night
15283,Famotidine,200ml,Fever,Vitamin C,Yes,As directed by doctor
15284,Zincovit,650mg,Throat Infection,Metformin,Yes,1 tablet at night
15285,ORS,650mg,Dehydration,Amoxicillin,Yes,1 tablet at night
15286,Cetirizine,400mg,Bacterial Infection,ORS,Yes,1 tablet every 6 hrs
15287,Cetirizine,250mg,Bacterial Infection,Zincovit,Yes,1 tablet after meals
15288,Crocin,100mg,Diabetes,Clarithromycin,Yes,As directed by doctor
15289,Vitamin C,100mg,Fever,Zincovit,No,1 tablet at night
15290,Crocin,100mg,Acidity,Vitamin C,No,1 capsule every 8 hrs
15291,Diclofenac,250mg,Headache,Metformin,Yes,1 capsule every 8 hrs
15292,Levocetirizine,400mg,Throat Infection,Metformin,Yes,1 tablet every 6 hrs
15293,Electral,10ml,Inflammation,Clarithromycin,Yes,As directed by doctor
15294,Crocin,100mg,Diabetes,Levocetirizine,Yes,1 tablet after meals
15295,ORS,200ml,Acidity,ORS,No,1 tablet after meals
15296,Famotidine,650mg,Acidity,Ibuprofen,Yes,1 tablet every 6 hrs
15297,Zincovit,400mg,Dehydration,Levocetirizine,Yes,1 tablet daily
15298,Electral,200ml,Bacterial Infection,Famotidine,No,As directed by doctor
15299,ORS,500mg,Allergy,Paracetamol,Yes,1 tablet every 6 hrs
15300,Famotidine,400mg,Pain,Paracetamol,No,1 tablet every 6 hrs
15301,ORS,200ml,Cold,Electral,Yes,1 tablet at night
15302,Diclofenac,200ml,Pain,Dolo,No,1 capsule every 8 hrs
15303,Amoxicillin,200ml,Pain,Crocin,Yes,1 capsule every 8 hrs
15304,Zincovit,500mg,Allergy,Paracetamol,Yes,1 tablet daily
15305,Levocetirizine,200ml,Diabetes,Glimepiride,No,1 tablet at night
15306,Insulin,400mg,Diabetes,Amoxicillin,Yes,1 tablet after meals
15307,Crocin,650mg,Diabetes,Glimepiride,No,1 tablet at night
15308,Amoxicillin,10ml,Throat Infection,ORS,Yes,1 tablet daily
15309,Amoxicillin,500mg,Headache,Ranitidine,No,1 tablet at night
15310,Crocin,100mg,Allergy,Paracetamol,Yes,1 tablet every 6 hrs
15311,Dolo,650mg,Inflammation,Diclofenac,Yes,1 tablet every 6 hrs
15312,Glimepiride,10ml,Acidity,Electral,Yes,As directed by doctor
15313,Levocetirizine,400mg,Cold,Zincovit,Yes,1 tablet every 6 hrs
15314,Diclofenac,200ml,Diabetes,ORS,No,1 tablet at night
15315,Azithromycin,200ml,Allergy,Amoxicillin,Yes,1 tablet at night
15316,Azithromycin,650mg,Inflammation,Levocetirizine,No,1 capsule every 8 hrs
15317,Vitamin C,200ml,Throat Infection,Electral,No,1 capsule every 8 hrs
15318,Ranitidine,500mg,Inflammation,Ibuprofen,No,1 tablet after meals
15319,Paracetamol,500mg,Bacterial Infection,Electral,No,1 capsule every 8 hrs
15320,ORS,500mg,Bacterial Infection,Cetirizine,No,As directed by doctor
15321,Cetirizine,100mg,Throat Infection,Cetirizine,Yes,1 tablet daily
15322,Paracetamol,250mg,Dehydration,Vitamin C,No,As directed by doctor
15323,Amoxicillin,10ml,Inflammation,Amoxicillin,No,1 tablet daily
15324,ORS,200ml,Immunity Boost,Glimepiride,No,As directed by doctor
15325,Zincovit,200ml,Acidity,ORS,Yes,As directed by doctor
15326,Amoxicillin,200ml,Fever,Ranitidine,No,1 tablet every 6 hrs
15327,Ranitidine,250mg,Cold,Clarithromycin,No,1 tablet after meals
15328,Glimepiride,10ml,Allergy,Zincovit,No,1 tablet after meals
15329,Ranitidine,650mg,Headache,Zincovit,No,1 capsule every 8 hrs
15330,Diclofenac,200ml,Headache,Glimepiride,No,1 tablet at night
15331,Levocetirizine,500mg,Throat Infection,Vitamin C,No,1 tablet every 6 hrs
15332,Diclofenac,250mg,Cold,Azithromycin,No,As directed by doctor
15333,Zincovit,200ml,Pain,Ibuprofen,Yes,As directed by doctor
15334,Insulin,200ml,Dehydration,Metformin,Yes,1 capsule every 8 hrs
15335,ORS,650mg,Inflammation,Cetirizine,Yes,1 capsule every 8 hrs
15336,Ibuprofen,650mg,Diabetes,Dolo,Yes,1 tablet after meals
15337,Electral,400mg,Fever,Vitamin C,No,As directed by doctor
15338,Famotidine,250mg,Bacterial Infection,Paracetamol,No,1 tablet every 6 hrs
15339,Vitamin C,400mg,Inflammation,Diclofenac,No,1 tablet after meals
15340,ORS,250mg,Fever,Diclofenac,No,1 tablet every 6 hrs
15341,Amoxicillin,100mg,Inflammation,Ibuprofen,No,1 capsule every 8 hrs
15342,Paracetamol,250mg,Headache,Dolo,No,As directed by doctor
15343,Dolo,10ml,Acidity,Zincovit,Yes,1 tablet every 6 hrs
15344,Zincovit,200ml,Bacterial Infection,Vitamin C,No,1 tablet daily
15345,Amoxicillin,200ml,Acidity,Insulin,Yes,1 capsule every 8 hrs
15346,Electral,200ml,Cold,Electral,No,As directed by doctor
15347,Electral,400mg,Cold,Paracetamol,No,1 tablet daily
15348,Dolo,200ml,Dehydration,Glimepiride,Yes,1 tablet daily
15349,Azithromycin,100mg,Allergy,Azithromycin,Yes,1 tablet daily
15350,Vitamin C,200ml,Acidity,Paracetamol,No,1 tablet daily
15351,Crocin,10ml,Cold,Zincovit,Yes,1 tablet daily
15352,Zincovit,100mg,Acidity,Vitamin C,No,1 tablet every 6 hrs
15353,Paracetamol,500mg,Bacterial Infection,Zincovit,No,1 tablet daily
15354,Insulin,100mg,Allergy,Electral,No,1 capsule every 8 hrs
15355,Dolo,100mg,Allergy,Levocetirizine,No,1 tablet after meals
15356,Zincovit,200ml,Headache,Levocetirizine,No,1 tablet daily
15357,Electral,650mg,Bacterial Infection,Amoxicillin,No,1 tablet at night
15358,Electral,200ml,Allergy,Zincovit,No,1 tablet every 6 hrs
15359,Levocetirizine,100mg,Bacterial Infection,Insulin,Yes,As directed by doctor
15360,Electral,650mg,Inflammation,Zincovit,Yes,1 capsule every 8 hrs
15361,Crocin,200ml,Throat Infection,Glimepiride,Yes,As directed by doctor
15362,Insulin,100mg,Allergy,Azithromycin,Yes,1 capsule every 8 hrs
15363,Vitamin C,10ml,Acidity,Paracetamol,No,1 tablet at night
15364,Diclofenac,100mg,Throat Infection,Vitamin C,No,1 capsule every 8 hrs
15365,Insulin,100mg,Allergy,Ibuprofen,No,1 capsule every 8 hrs
15366,Glimepiride,10ml,Fever,Glimepiride,Yes,As directed by doctor
15367,Famotidine,10ml,Throat Infection,Azithromycin,No,1 tablet at night
15368,Crocin,400mg,Diabetes,ORS,Yes,As directed by doctor
15369,Dolo,10ml,Bacterial Infection,Insulin,No,1 tablet daily
15370,Electral,200ml,Allergy,Ibuprofen,No,1 tablet at night
15371,Ranitidine,250mg,Dehydration,Amoxicillin,No,1 tablet daily
15372,Clarithromycin,400mg,Bacterial Infection,Ibuprofen,No,1 tablet daily
15373,Amoxicillin,200ml,Acidity,Azithromycin,No,As directed by doctor
15374,Amoxicillin,100mg,Immunity Boost,Diclofenac,Yes,1 tablet every 6 hrs
15375,Crocin,100mg,Dehydration,Crocin,No,As directed by doctor
15376,Crocin,400mg,Cold,Insulin,No,1 capsule every 8 hrs
15377,Diclofenac,500mg,Inflammation,ORS,Yes,1 tablet after meals
15378,Electral,250mg,Inflammation,Cetirizine,No,1 tablet daily
15379,ORS,500mg,Fever,Zincovit,No,As directed by doctor
15380,Insulin,500mg,Pain,Famotidine,No,1 tablet daily
15381,Ibuprofen,250mg,Cold,ORS,No,1 tablet at night
15382,Azithromycin,10ml,Pain,Azithromycin,Yes,1 tablet after meals
15383,Famotidine,650mg,Allergy,Glimepiride,Yes,1 tablet every 6 hrs
15384,Insulin,250mg,Bacterial Infection,Electral,No,1 tablet after meals
15385,Ranitidine,250mg,Inflammation,Metformin,Yes,1 tablet every 6 hrs
15386,ORS,650mg,Allergy,Dolo,Yes,1 tablet at night
15387,Zincovit,400mg,Dehydration,Ranitidine,No,1 tablet after meals
15388,Cetirizine,250mg,Diabetes,Dolo,Yes,As directed by doctor
15389,Ibuprofen,100mg,Inflammation,Ranitidine,No,As directed by doctor
15390,Electral,250mg,Headache,Levocetirizine,Yes,1 tablet daily
15391,Ranitidine,250mg,Acidity,Electral,Yes,1 tablet at night
15392,Crocin,650mg,Bacterial Infection,Ibuprofen,Yes,1 tablet every 6 hrs
15393,Glimepiride,250mg,Throat Infection,Azithromycin,Yes,1 tablet daily
15394,Vitamin C,500mg,Diabetes,Dolo,No,As directed by doctor
15395,Famotidine,500mg,Diabetes,Cetirizine,Yes,1 tablet at night
15396,Crocin,10ml,Throat Infection,Levocetirizine,Yes,1 tablet at night
15397,Clarithromycin,100mg,Inflammation,Amoxicillin,No,1 capsule every 8 hrs
15398,Zincovit,500mg,Throat Infection,Clarithromycin,Yes,1 tablet after meals
15399,Famotidine,500mg,Allergy,Glimepiride,Yes,1 tablet after meals
15400,Ranitidine,10ml,Acidity,Dolo,No,1 tablet every 6 hrs
15401,Diclofenac,10ml,Headache,Diclofenac,Yes,1 tablet every 6 hrs
15402,Vitamin C,200ml,Throat Infection,Levocetirizine,Yes,1 capsule every 8 hrs
15403,Diclofenac,250mg,Bacterial Infection,Metformin,No,1 tablet at night
15404,Azithromycin,10ml,Fever,Levocetirizine,Yes,1 tablet every 6 hrs
15405,Vitamin C,500mg,Cold,Crocin,No,1 tablet after meals
15406,Insulin,100mg,Headache,Famotidine,Yes,1 tablet every 6 hrs
15407,Levocetirizine,250mg,Cold,Diclofenac,Yes,As directed by doctor
15408,Clarithromycin,200ml,Bacterial Infection,Famotidine,No,1 tablet after meals
15409,Cetirizine,200ml,Pain,Cetirizine,No,1 capsule every 8 hrs
15410,Ibuprofen,100mg,Immunity Boost,Paracetamol,No,1 capsule every 8 hrs
15411,Cetirizine,650mg,Acidity,Electral,No,1 tablet every 6 hrs
15412,Dolo,250mg,Fever,Diclofenac,No,1 tablet after meals
15413,Metformin,500mg,Fever,Ranitidine,No,1 tablet after meals
15414,Glimepiride,10ml,Acidity,Crocin,Yes,1 tablet every 6 hrs
15415,Ibuprofen,200ml,Dehydration,Dolo,Yes,As directed by doctor
15416,Dolo,250mg,Immunity Boost,Dolo,Yes,1 capsule every 8 hrs
15417,Ibuprofen,10ml,Immunity Boost,Amoxicillin,No,1 capsule every 8 hrs
15418,Dolo,400mg,Diabetes,Amoxicillin,No,1 tablet at night
15419,Clarithromycin,500mg,Acidity,ORS,Yes,1 tablet every 6 hrs
15420,Glimepiride,500mg,Diabetes,Paracetamol,No,1 tablet after meals
15421,Diclofenac,650mg,Cold,Cetirizine,No,1 tablet daily
15422,Levocetirizine,10ml,Inflammation,Electral,No,1 tablet daily
15423,Ranitidine,650mg,Pain,Paracetamol,Yes,1 tablet daily
15424,Glimepiride,10ml,Pain,Insulin,No,As directed by doctor
15425,Cetirizine,500mg,Fever,Amoxicillin,No,As directed by doctor
15426,Clarithromycin,200ml,Cold,Amoxicillin,No,1 tablet daily
15427,Ranitidine,10ml,Headache,Diclofenac,No,1 tablet at night
15428,Zincovit,250mg,Allergy,Crocin,Yes,1 tablet daily
15429,Ibuprofen,650mg,Bacterial Infection,Levocetirizine,Yes,1 tablet after meals
15430,Azithromycin,500mg,Headache,Vitamin C,No,1 tablet daily
15431,Ibuprofen,200ml,Immunity Boost,Glimepiride,Yes,1 tablet after meals
15432,Famotidine,500mg,Dehydration,Diclofenac,No,1 tablet after meals
15433,Ibuprofen,400mg,Diabetes,Cetirizine,No,1 tablet every 6 hrs
15434,Cetirizine,400mg,Cold,Diclofenac,No,1 capsule every 8 hrs
15435,Ranitidine,500mg,Immunity Boost,Azithromycin,Yes,1 tablet daily
15436,Crocin,250mg,Diabetes,Metformin,No,1 capsule every 8 hrs
15437,Metformin,500mg,Diabetes,Paracetamol,Yes,1 capsule every 8 hrs
15438,Diclofenac,500mg,Acidity,Azithromycin,No,1 tablet every 6 hrs
15439,Diclofenac,250mg,Dehydration,Electral,No,1 tablet after meals
15440,ORS,400mg,Headache,Ibuprofen,Yes,1 tablet every 6 hrs
15441,Insulin,250mg,Fever,Glimepiride,Yes,As directed by doctor
15442,Insulin,10ml,Throat Infection,ORS,No,1 tablet after meals
15443,Glimepiride,200ml,Cold,Clarithromycin,No,1 tablet daily
15444,Insulin,650mg,Headache,Amoxicillin,No,1 tablet at night
15445,Glimepiride,250mg,Pain,Cetirizine,No,1 tablet after meals
15446,Ibuprofen,100mg,Bacterial Infection,Vitamin C,Yes,1 tablet at night
15447,ORS,100mg,Headache,Levocetirizine,No,As directed by doctor
